Região;Local;Longitude;Latitude;Referência;;;;;;;;;
Africa;     witwatersrand;28;-26,15; Agnew J.D. (1971); Hybridization between two sibl ... ; Nolte D.J. (1958); Eye pigment relationships in t ... ;;;;;;
América do Sul;     joinville/sc;-48,51;-26,18; Doge J.S. et al. (2008); Drosophilids (Diptera) from an ... ; De Toni D.C. et al. (2005); First record of Drosophila par ... ;;;;;;
América do Sul;     tapia;-65,22;-26,32; Vilela C.R. et al. (1980); On the Drosophila fauna of Cha ... ;;;;;;;;
América do Sul;     barra velha/sc;-48,42;-26,37; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
Austrália;     maroochydore;153,06;-26,39; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
Austrália;     bli bli;152,3;-26,42; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;;;
América do Sul;     tucuman;-65,15;-26,47; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ;;;;;;
América do Sul;     itajai;-48,39;-26,5; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     blumenau;-47,07;-26,55; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     gaspar;-48,58;-26,56; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     monte pelado;-51;-27; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
Africa;     swaziland;32;-27; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;;;;;
Austrália;     somerset dam;126,3;-27; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
Austrália;     montville;153,3;-27; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
América do Sul;     camborin;-48,39;-27,02; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
Austrália;     dalby/aust;151,16;-27,11; Knibb W.R. (1986); Temporal variation of Drosophi ... ;;;;;;;;
América do Sul;     arvoredo;-52,41;-27,14; de Toni D.C. et al. (2007); Study of the Drosophilidae (Di ... ;;;;;;;;
América do Sul;     arvoredo island;-48,21;-27,17; De Toni D.C. et al. (2001); First record of Zaprionus indi ... ;;;;;;;;
América do Sul;     puerto tirol;-59,1;-27,18; Vilela C.R. et al. (1980); On the Drosophila fauna of Cha ... ;;;;;;;;
América do Sul;     lagoa da conceicao;-48,21;-27,18; de Toni D.C. and Hofmann P.R.P. (1995); Preliminary taxonomic survey o ... ;;;;;;;;
América do Sul;     copiapo;-71,19;-27,22; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
Austrália;     samford;152,53;-27,22; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
Austrália;     oakey;151,4;-27,25; Knibb W.R. (1986); Temporal variation of Drosophi ... ;;;;;;;;
América do Sul;     ratones;-48,3;-27,27; Schmitz H.J. et al. (2007); Taxonomic Survey of Drosophili ... ;;;;;;;;
América do Sul;     resistencia;-59;-27,28; Vilela C.R. et al. (1980); On the Drosophila fauna of Cha ... ;;;;;;;;
América do Sul;     ratones grande;-48,37;-27,29; de Toni D.C. et al. (2007); Study of the Drosophilidae (Di ... ; De Toni D.C. et al. (2001); First record of Zaprionus indi ... ;;;;;;
América do Sul;     ratones pequeno;-48,34;-27,29; de Toni D.C. et al. (2007); Study of the Drosophilidae (Di ... ;;;;;;;;
América do Sul;     ratones pequeno island;-48,34;-27,3; De Toni D.C. et al. (2001); First record of Zaprionus indi ... ;;;;;;;;
Austrália;     surfers paradise;152,35;-27,3; Fraser A. (1963); Variation of scutellar bristle ... ;;;;;;;;
Austrália;     brisbane;153;-27,3; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ; Arthur A.L. et al. (2008); Investigating latitudinal clin ... ; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... ; van Klinken R.D. and Walter G.H. (2001); Larval hosts of Australian Dro ... ; van Klinken R.D. and Walter G.H. (2001); Subtropical drosophilids in Au ... 
Austrália;     cleveland/aust;153,18;-27,3; Knibb W.R. (1986); Temporal variation of Drosophi ... ;;;;;;;;
Austrália;     dunwich/aust;153,24;-27,3; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
Austrália;     gatton;152,15;-27,33; Knibb W.R. (1986); Temporal variation of Drosophi ... ;;;;;;;;
América do Sul;     florianopolis/sc;-48,32;-27,35; Gottschalk M.S. et al. (2007); Changes in Brazilian Drosophil ... ;;;;;;;;
América do Sul;     florianopolis;-48,31;-27,35; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ; Gottschalk M.S. et al. (2003); Variacao temporal na abundanci ... ; Schmitz H.J. et al. (2007); Taxonomic Survey of Drosophili ... ;;;;
América do Sul;     morro da lagoa;-48,29;-27,35; de Toni D.C. et al. (2007); Study of the Drosophilidae (Di ... ;;;;;;;;
Austrália;     toowoomba;151,54;-27,35; Ashburner M. and Leumeunier F. (1976); Relationships within the melan ... ; Knibb W.R. (1986); Temporal variation of Drosophi ... ;;;;;;
Austrália;     redland bay;150;-27,36; Hoffmann A.A. et al. (1996); Naturally-occurring Wolbachia ... ;;;;;;;;
Austrália;     redbank;152,55;-27,36; Knibb W.R. (1986); Temporal variation of Drosophi ... ;;;;;;;;
Africa;     mkuze;32,02;-27,37; Agnew J.D. (1971); Hybridization between two sibl ... ;;;;;;;;
Africa;     mkuzi;32,03;-27,37; Agnew J.D. (1973); A meristic trait in Drosophila ... ; Nolte D.J. (1958); Eye pigment relationships in t ... ;;;;;;
América do Sul;     campeche/sc;-48,29;-27,41; de Toni D.C. et al. (2007); Study of the Drosophilidae (Di ... ;;;;;;;;
América do Sul;     campeche island;-48,28;-27,41; De Toni D.C. et al. (2001); First record of Zaprionus indi ... ;;;;;;;;
América do Sul;     santa catarina/sc;-48,3;-27,42; Gottschalk M.S. et al. (2003); Comparison between two samplin ... ; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;
América do Sul;     serra do tabuleiro;-48,48;-27,44; de Toni D.C. et al. (2007); Study of the Drosophilidae (Di ... ; de Toni D.C. et al. (2007); Study of the Drosophilidae (Di ... ;;;;;;
América do Sul;     sertao do peri;-48,33;-27,45; de Toni D.C. et al. (2007); Study of the Drosophilidae (Di ... ;;;;;;;;
América do Sul;     santiago del estero;-64,15;-27,47; Vilela C.R. et al. (1980); On the Drosophila fauna of Cha ... ;;;;;;;;
Austrália;     gold coast;132,22;-27,59; Hoffmann A.A. et al. (1996); Naturally-occurring Wolbachia ... ;;;;;;;;
América do Sul;     salitre;-50;-28; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ;;;;;;
Austrália;     allora;151,56;-28; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ;;;;;;;;
Austrália;     mcpherson/aust;152;-28; McEvey S.F. (1992); Natural Biodiversity; McEvey S.F. (1994); Results of Drosophilidae (Dipt ... ;;;;;;
Austrália;     tallebudgera;153;-28; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
América do Sul;     serra de guasayan;-64,5;-28,07; Vilela C.R. et al. (1980); On the Drosophila fauna of Cha ... ;;;;;;;;
Austrália;     kingscliff;153,42;-28,15; Arthur A.L. et al. (2008); Investigating latitudinal clin ... ;;;;;;;;
Austrália;     murwillumbah;153,24;-28,2; Mather W.B. (1960); Additions to the Drosophila Fa ... ;;;;;;;;
Austrália;     dome;152,42;-28,29; Williams G. (2002); A Taxonomic and Biogeographic ... ;;;;;;;;
Austrália;     mullumbimby;153,3;-28,32; Mather W.B. (1960); Additions to the Drosophila Fa ... ;;;;;;;;
América do Sul;     vallenar;-71,52;-28,33; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
Austrália;     kyogle;152,59;-28,36; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Kopp A. et al. (2006); Historical biogeography of Dro ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;
Austrália;     broadwater;151,53;-28,39; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;;;;;
Austrália;     byron bay;153,34;-28,43; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;;;;;
Austrália;     lismore/aust;153,17;-28,48; Mather W.B. (1960); Additions to the Drosophila Fa ... ;;;;;;;;
América do Sul;     turvo;-49,42;-28,5; De Araujo A.M. and Valente V.R.S. (1981); Observacoes sobre alguns Lepid ... ; Saavedra C.C.R. et al. (1995); A descriptive and analytical s ... ;;;;;;
América do Sul;     guaiba;-49,4;-28,5; Budnik M. et al. (2001); Preadult interactions between ... ; Loreto E.L.S. et al. (1998); Characterization of a hypermut ... ; Saavedra C.C.R. et al. (1995); A descriptive and analytical s ... ; Valente V.L.S. et al. (1981); Observations on the attraction ... ;;
Austrália;     richmond range;153,15;-28,5; Williams G. (2002); A Taxonomic and Biogeographic ... ;;;;;;;;
América do Sul;     famatina;-67,46;-28,58; Vilela C.R. et al. (1980); On the Drosophila fauna of Cha ... ;;;;;;;;
Austrália;     broadwater/aust;153,16;-28,59; Biemont C. et al. (2003); Worldwide distribution of tran ... ;;;;;;;;
Austrália;     brunswick heads;154;-29; Hoffmann A.A. et al. (1996); Naturally-occurring Wolbachia ... ;;;;;;;;
Austrália;     norfolk island;167,57;-29,01; Bock I.R. (1986); The Drosophilidae (Insecta: Di ... ;;;;;;;;
América do Sul;     bento goncalves;-51,34;-29,12; Franck G. and Valente V.L.S. (1985); Study on the fluctuation in Dr ... ; Saavedra C.C.R. et al. (1995); A descriptive and analytical s ...;;;;;;
América do Sul;     feliz;-51,12;-29,3; Pacheco E.O.B. and Cordeiro A.R. (1954); Observacoes sobre o aparelho d ... ; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ;;;;
América do Sul;     queimada pequena;-45;-29,3; Battaglia B. and Birch L.C. (1956); Polimorfismo cromosomico e fat ... ; Birch L.C. and Battaglia B. (1957); Selection in Drosophila willis ... ;;;;;;
Austrália;     palmers island;152;-29,3; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Kopp A. et al. (2006); Historical biogeography of Dro ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;
América do Sul;     santa maria/rs;-53,42;-29,32; da Silva Loreto E.L. et al. (1998); Transposable elements in South ... ;;;;;;;;
Africa;     gillits;30,48;-29,48; Tsacas L. (1990); Drosophilidae de l'Afrique Aus ... ;;;;;;;;
Austrália;     ingham;153,2;-29,5; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ;;;;;;;;
América do Sul;     esteio;-51,11;-29,52; Martins M.B. (2001); Drosophilid Fruit-Fly Guilds i ... ;;;;;;;;
América do Sul;     la serena;-71,18;-29,54; Brncic D. (1957); Las especies Chilenas de Droso ... ; Brncic D. et al. (1981); Colonization of Drosophila sub ... ; Prevosti A. et al. (1987); Colonizacion de America por Dr ... ;;;;
América do Sul;     restinga/rgs;-53,25;-29,55; Ashburner M. and Leumeunier F. (1976); Relationships within the melan ... ;;;;;;;;
América do Sul;     tramandai/rs;-50,13;-29,55; de Magalhaes L.E. et al. (1985); Occurrence of the sex-ratio tr ... ; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;
América do Sul;     vicuna;-70,44;-30; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
América do Sul;     estacao experimental;-51,1;-30; de Albuquerque C.M.r. and Napp M. (1981); Genetic variability at the est ... ;;;;;;;;
Africa;     nysvley;25;-30; Baba-Aissa F. et al. (1988); Mitochondrial DNA variability ... ; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Montchamp-Moreau C. et al. (1991); Geographic Distribution and In ... ; del Puerto G.A. et al. (1985); Last larval instar cuticle pro ... ;;
Austrália;     hunter valley;140;-30; Gibson J.B. et al. (1981); Genetic Variation at the Alcoh ... ;;;;;;;;
Austrália;     all saints;145;-30; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ; Bock I.R. (1976); Drosophilidae of Australia. I. ... ; Pipkin S.B. and Hewitt N.E. (1972); Variation of Alcohol Dehydroge ... ; del Puerto G.A. and Chihara C.J. (1988); Cuticle protein polymorphism i ... 
Austrália;     chateau tahbilk;150;-30; McKenzie J.A. (1974); The Distribution of Vineyard P ... ; McKenzie J.A. (1978); The Effect of Developmental Te ... ; McKenzie J.A. and McKechnie S.W. (1979); A Comparative Study of Resourc ... ; McKenzie J.A. and Parsons P.A. (1972); Alcohol Tolerance: An Ecologic ... ; Parsons P.A. (1977); Isofemale strains and quantita ... 
Austrália;     red rock;153;-30; Arthur A.L. et al. (2008); Investigating latitudinal clin ... ;;;;;;;;
América do Sul;     paihuano;-70,29;-30,01; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
América do Sul;     porto alegre/rs;-51,13;-30,01; Garcia A.C.L. et al. (2009); Spatial and temporal variation ... ;;;;;;;;
América do Sul;     eldorado/mg;-51,3;-30,05; da Silva Loreto E.L. et al. (1998); Transposable elements in South ... ;;;;;;;;
Austrália;     coffs harbour;153,05;-30,19; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... ; Boussy I.A. (1999); Proportions of Drosophila mela ... ; Charlat S. et al. (2003); Characterization od non-cytopl ... ; Charlat S. et al. (2004); Incipient evolution of Wolbach ... ; Hoffmann A.A. et al. (1996); Naturally-occurring Wolbachia ... 
América do Sul;     itapua;-51,02;-30,26; de Albuquerque C.M.r. and Napp M. (1981); Genetic variability at the est ... ; da Silva Loreto E.L. et al. (1998); Transposable elements in South ... ;;;;;;
Africa;     bethulie;25,59;-30,3; Agnew J.D. (1971); Hybridization between two sibl ... ; Agnew J.D. (1973); A meristic trait in Drosophila ... ;;;;;;
Austrália;     armidale;151,4;-30,32; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Hutter P. and Ashburner M. (1987); Genetic rescue of inviable hyb ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;
América do Sul;     ovalle;-71,16;-30,33; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
América do Sul;     boca del sarandi;-55,53;-30,38; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;;;;;
Austrália;     nambucca heads;152,59;-30,38; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
América do Sul;     guaritas/rs;-53,2;-30,45; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
Austrália;     stuarts point;151;-30,48; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ...;;;;;;
Africa;     drakensberg;28;-31; Agnew J.D. (1971); Hybridization between two sibl ... ; Agnew J.D. (1973); A meristic trait in Drosophila ... ;;;;;;
Austrália;     kempsey;152,5;-31,05; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;
Austrália;     hasting river;152,5;-31,2; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
América do Sul;     cordoba/arg;-64,11;-31,25; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     salto/uruguay;-57,5;-31,27; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;;;;;
Austrália;     wauchope/nsw;153,43;-31,27; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     lord howe island;159,09;-31,28; Parsons P.A. and Bock I.R. (1980); Australian Endemic Drosophila. ... ;;;;;;;;
América do Sul;     san juan/argent;-68,31;-31,33; Prevosti A. et al. (1989); Colonization and Establishment ... ;;;;;;;;
Africa;     umngazi;29,3;-31,35; Agnew J.D. (1971); Hybridization between two sibl ... ;;;;;;;;
Africa;     port saint johns;29,32;-31,35; Agnew J.D. (1973); A meristic trait in Drosophila ... ;;;;;;;;
Austrália;     laurieton;152,48;-31,4; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
América do Sul;     arroyo gajo;-55,59;-31,41; Goni B. et al. (1998); Preliminary Data on the Drosop ... ; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;;;
Austrália;     taree;152,26;-31,54; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Boussy I.A. (1999); Proportions of Drosophila mela ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;
América do Sul;     los vilos;-71,35;-31,56; Brncic D. et al. (1981); Colonization of Drosophila sub ... ; Prevosti A. et al. (1987); Colonizacion de America por Dr ... ;;;;;;
Austrália;     perth/aust;115,49;-31,59; Ashburner M. and Leumeunier F. (1976); Relationships within the melan ... ;;;;;;;;
Austrália;     tuncarry;152,3;-32,1; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;;;;;
Austrália;     forster;152,3;-32,11; Boussy I.A. (1999); Proportions of Drosophila mela ... ; Hoffmann A.A. et al. (1996); Naturally-occurring Wolbachia ... ;;;;;;
Austrália;     tuncurry;152,29;-32,17; Arthur A.L. et al. (2008); Investigating latitudinal clin ... ;;;;;;;;
Austrália;     mudgee;149,36;-32,37; Gibson J.B. et al. (1981); Genetic Variation at the Alcoh ... ;;;;;;;;
América do Sul;     mendoza/arg;-68,52;-32,48; Prevosti A. et al. (1989); Colonization and Establishment ... ;;;;;;;;
Austrália;     bennett's green;141,46;-32,57; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
América do Sul;     la campana;-71;-32,58; Brncic D. et al. (1981); Colonization of Drosophila sub ... ; Prevosti A. et al. (1987); Colonizacion de America por Dr ... ; Villarroel H. and Zamorano P. (1986); Distribution altitudinal of th ...;;;;
América do Sul;     vina del mar;-71,35;-33,02; Brncic D. et al. (1981); Colonization of Drosophila sub ... ; Prevosti A. et al. (1987); Colonizacion de America por Dr ... ;;;;;;
Austrália;     kanwal;152,3;-33,15; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     berkeley vale;151,26;-33,18; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
América do Sul;     la florida;-71;-33,3; Budnik M. and Cifuentes L. (2001); Density dependent preadult com ... ; Budnik M. et al. (1996); Preadult viability of Drosophi ... ; Budnik M. et al. (1997); Colonization of Drosophila sub ... ;;;;
América do Sul;     quilicura;-70,4;-33,3; Troncoso B. et al. (1987); The development of larval move ... ; Benado M. (1996); Results of adult competition b ... ; Benado M. and Brncic D. (1994); An eight year phenological stu ... ; Benado M. and Budnik M. (1994); Adult competition between Dros ... ; Brncic D. (1957); Las especies Chilenas de Droso ... 
Austrália;     woy woy;152,3;-33,3; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     armidale wood;151,4;-33,31; Kopp A. et al. (2006); Historical biogeography of Dro ... ;;;;;;;;
Austrália;     donnybrook;115,47;-33,34; Mather W.B. (1960); Additions to the Drosophila Fa ... ;;;;;;;;
América do Sul;     melocoton;-71;-33,39;;;;;;;;;;
Austrália;     windsor/aust;150,5;-33,39; Fraser A. (1963); Variation of scutellar bristle ... ;;;;;;;;
América do Sul;     sauce del cebollati;-54,33;-33,45; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;;;;;
Austrália;     glebe;151,11;-33,53; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     sydney;151,1;-33,55; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ; Arthur A.L. et al. (2008); Investigating latitudinal clin ... ; Baba-Aissa F. et al. (1988); Mitochondrial DNA variability ... ; McEvey S.F. (2009); Taxonomic Review of the Austra ... ; Montchamp-Moreau C. et al. (1991); Geographic Distribution and In ... 
Africa;     cape town;18,28;-33,56; Baba-Aissa F. et al. (1988); Mitochondrial DNA variability ... ; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... ; Capy P. et al. (1988); Thoracic trident pigmentation ... ; Lachaise D. et al. (1986); The reproductive relationships ... ; Turelli M. and Hoffmann A.A. (1995); Cytoplasmic Incompatibility in ...
Africa;     stellenbosch;18,51;-33,56; Groenewald W.H. et al. (2006); Identification of Lactic Acid ... ; Groenewald W.H. et al. (2006); Strains of Lactobacillus plant ... ; Kopp A. et al. (2006); Historical biogeography of Dro ... ; Nolte D.J. (1958); Eye pigment relationships in t ... ;;
Austrália;     camden/aust;150,4;-34,04; Mulley J.C. (1978); The electrophoretic detection ... ;;;;;;;;
América do Sul;     sarandi del consejo;-53,55;-34,1; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;;;;;
América do Sul;     castillos;-53,52;-34,12; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;;;;;
América do Sul;     rapel;-71;-34,15; Brncic D. (1957); Las especies Chilenas de Droso ... ; Brncic D. et al. (1981); Colonization of Drosophila sub ... ; Prevosti A. et al. (1987); Colonizacion de America por Dr ... ;;;;
América do Sul;     mercedes/uruguay;-58,02;-34,15; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;;;;;
Austrália;     ettiwanda;142;-34,15; Tribe J. and Bock I.R. (1981); Drosophila collections in sout ... ;;;;;;;;
Austrália;     bomaderry;150,34;-34,21; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
América do Sul;     costa azul;-54;-34,3; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;;;;;
América do Sul;     buenos aires;-58,3;-34,4; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ;;;;
Austrália;     royal/aust;150,1;-34,4; Hoffmann A.A. et al. (1996); Naturally-occurring Wolbachia ... ;;;;;;;;
América do Sul;     cerro del toro;-55,14;-34,45; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;;;;;
América do Sul;     parque lecocq;-56,15;-34,5; Goni B. et al. (1998); Preliminary Data on the Drosop ... ; Goni B. et al. (1998); Preliminary Data on the Drosop ... ; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;
América do Sul;     terrazas de piriapolis;-55,15;-34,5; Goni B. et al. (1998); Preliminary Data on the Drosop ... ;;;;;;;;
Austrália;     denmark/wa;-117,25;-34,54; Mather W.B. (1960); Additions to the Drosophila Fa ... ;;;;;;;;
Austrália;     nowra;150,36;-34,54; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Hoffmann A.A. et al. (1996); Naturally-occurring Wolbachia ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;
América do Sul;     montevideo;-56,1;-34,55; Goni B. et al. (1997); Studies of two Drosophila (Dip ... ; Goni B. et al. (1998); Preliminary Data on the Drosop ... ; da Silva Loreto E.L. et al. (1998); Transposable elements in South ... ; Turelli M. and Hoffmann A.A. (1995); Cytoplasmic Incompatibility in ... ;;
Austrália;     adelaide/aust;138,36;-34,56; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ; Angus D.S. (1972); Drosophila fauna of Humbug Scr ... ;;;;;;
América do Sul;     san miguel de tucuman;-65;-35; Vilela C.R. et al. (1980); On the Drosophila fauna of Cha ... ;;;;;;;;
América do Sul;     las flores/uruguay;-55;-35; Goni B. et al. (1998); Preliminary Data on the Drosop ... ; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;
Austrália;     upper allyn river;145;-35; Williams G. (2002); A Taxonomic and Biogeographic ... ;;;;;;;;
Austrália;     canberra;149,08;-35,18; Biemont C. et al. (1999); Transposable elements and geno ... ; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Cizeron G. and Biemont C. (1999); Polymorphism in structure of t ... ; Inoue Y. (1988); Chromosomal mutation in Drosop ... ; Itoh M. et al. (1999); Structural and genetic studies ... 
Austrália;     ulladulla;150,25;-35,21; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     batehaven;150,09;-35,45; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     malua bay;150;-35,48; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     moruya;150,06;-35,56; Arthur A.L. et al. (2008); Investigating latitudinal clin ... ; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Boussy I.A. (1999); Proportions of Drosophila mela ... ; Kopp A. et al. (2006); Historical biogeography of Dro ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... 
Austrália;     tuross head;150;-36; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     nageela;150;-36,08; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     narooma;150,06;-36,15; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     cobargo;149,52;-36,24; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
América do Sul;     chillan;-72,1;-36,37; Brncic D. (1957); Las especies Chilenas de Droso ... ; Godoy-Herrera R. and Silva-Cuadra J.L. (1998); The behavior of sympatric Chil ... ; Godoy-Herrera R. et al. (1996); The development of larval beha ... ; Prevosti A. et al. (1987); Colonizacion de America por Dr ... ;;
Austrália;     bega;149,5;-36,41; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     tathra;149,58;-36,44; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
América do Sul;     concepcion;-73,03;-36,5; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
Austrália;     pambula;149,54;-36,55; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Austrália;     avondale/nz;174,45;-36,55; Harrison R.A. (1952); New Zealand Drosophilidae (Dip ... ; Harrison R.A. (1952); New Zealand Drosophilidae (Dip ... ; Harrison R.A. (1952); New Zealand Drosophilidae (Dip ... ; Harrison R.A. (1952); New Zealand Drosophilidae (Dip ... ;;
Austrália;     auckland;174,47;-36,55; Harrison R.A. (1952); New Zealand Drosophilidae (Dip ... ; Harrison R.A. (1959); Acalyptrate Diptera of New Zea ... ;;;;;;
Austrália;     mangere/nz;174,47;-36,59; Harrison R.A. (1952); New Zealand Drosophilidae (Dip ... ;;;;;;;;
América do Sul;     quillon;-72;-37; Godoy-Herrera R. et al. (1996); The development of larval beha ... ;;;;;;;;
Austrália;     rutherglen;135;-37; Gibson J.B. et al. (1981); Genetic Variation at the Alcoh ... ;;;;;;;;
Austrália;     victoria/aust;145;-37; Carson H.L. (1965); Chromosomal Morphism in Geogra ... ; Hosgood S.M.W. and Parsons P.A. (1966); Differences between D. simulan ... ;;;;;;
Austrália;     eden/aust;149,54;-37,04; Kopp A. et al. (2006); Historical biogeography of Dro ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ; Biemont C. et al. (1999); Transposable elements and geno ... ; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Boussy I.A. (1999); Proportions of Drosophila mela ... 
América do Sul;     laja;-72,45;-37,15; Prevosti A. et al. (1987); Colonizacion de America por Dr ... ;;;;;;;;
Austrália;     merimbula;146,08;-37,18; Boussy I.A. (1999); Proportions of Drosophila mela ... ;;;;;;;;
Africa;     nightingale;-12,32;-37,28; Frey R. (1954); Diptera brachycera und Sciarid ... ;;;;;;;;
