,species,region,site,longitude,latitude,ref
323,cardini,North America,homestead/fl,-82.44,31.02, Heed W.B. and Russell J.S. (1971)
324,cardini,North America,homestead/fl,-82.44,31.02, Yoon J.S. (1984)
325,cardini,North America,saint petersburg/fl,-82.4,27.45, Stalker H.D. (1953)
326,cardini,North America,tampa/fl,-82.38,27.58, Sturtevant A.H. (1921)
327,cardini,North America,withlacoochee/fl,-82.3,29.0, Patterson J.T. and Wagner R.P. (1943)
328,cardini,North America,don pedro/fl,-82.16,24.3, Simunovic A. and Jaenike J. (2006)
329,cardini,North America,myakka/fl,-82.16,27.19, Patterson J.T. and Wagner R.P. (1943)
330,cardini,North America,myakka head/fl,-82.15,27.2, Dudgeon E. (1954)
331,cardini,North America,myakka head/fl,-82.15,27.2, Stalker H.D. (1953)
332,cardini,North America,lakeland/fl,-81.59,28.02, Sturtevant A.H. (1921)
333,cardini,North America,collier/fl,-81.35,25.59, Patterson J.T. and Wagner R.P. (1943)
334,cardini,North America,avon park/fl,-81.3,27.36, Patterson J.T. and Wagner R.P. (1943)
335,cardini,North America,florida,-81.3,27.4, Patterson J.T. (1943)
336,cardini,North America,florida,-81.3,27.4, Townsend J.I. and Wheeler M.R. (1955)
337,cardini,North America,everglades park/fl,-81.22,26.52, Dudgeon E. (1954)
338,cardini,North America,everglades/fl,-81.22,26.52, Heed W.B. and Russell J.S. (1971)
339,cardini,North America,everglades/fl,-81.22,26.52, Stalker H.D. (1953)
340,cardini,North America,lake placid/fl,-81.22,27.18, Stalker H.D. (1953)
341,cardini,North America,orlando/fl,-81.21,28.33, Patterson J.T. and Wagner R.P. (1943)
342,cardini,North America,orlando/fl,-81.21,28.33, Sturtevant A.H. (1921)
343,cardini,North America,monroe/fl,-81.17,28.5, Patterson J.T. and Wagner R.P. (1943)
344,cardini,North America,daytona/fl,-81.01,29.11, Sturtevant A.H. (1921)
345,cardini,North America,lake mckethan/fl,-81.0,27.0, Patterson J.T. and Wagner R.P. (1943)
346,cardini,North America,mayakka,-81.0,27.0, Heed W.B. and Russell J.S. (1971)
347,cardini,North America,royal palm park/fl,-81.0,27.0, Patterson J.T. and Wagner R.P. (1943)
348,cardini,North America,lake okeechobee/fl,-80.5,27.14, Patterson J.T. and Wagner R.P. (1943)
349,cardini,North America,lake okeechobee/fl,-80.5,27.14, Wharton L.T. (1943)
350,cardini,North America,lake okeechobee/fl,-80.5,27.14, Wheeler M.R. (1949)
351,cardini,North America,pahokee/fl,-80.4,26.49, Patterson J.T. and Wagner R.P. (1943)
352,cardini,North America,palatka/fl,-80.4,29.38, Patterson J.T. and Wagner R.P. (1943)
353,cardini,North America,coral gables/fl,-80.16,25.42, Ehrman L. and Miller T. (1982)
354,cardini,North America,miami,-80.15,25.45, Sturtevant A.H. (1916)
355,cardini,North America,miami/fl,-80.15,25.45, Patterson J.T. and Wagner R.P. (1943)
356,cardini,North America,miami/fl,-80.15,25.45, Stalker H.D. (1953)
357,cardini,North America,miami/fl,-80.15,25.45, Sturtevant A.H. (1921)
358,cardini,North America,broward,-80.1,25.05, Marron M.T. et al. (2003)
359,cardini,North America,fort lauderdale/fl,-80.08,26.08, Sturtevant A.H. (1921)
360,cardini,North America,pompano/fl,-80.07,26.14, Hunter A.S. (1981)
361,cardini,Central America,santa ana/es,-89.31,14.0, Clayton F.E. and Wasserman M. (1957)
362,cardini,Central America,san salvador/es,-89.1,13.4, Clayton F.E. and Wasserman M. (1957)
363,cardini,Central America,el salvador,-88.55,14.45, Heed W.B. (1956)
364,cardini,Central America,el salvador,-88.55,14.45, Heed W.B. (1957)
365,cardini,Central America,san vicente/es,-88.42,13.38, Clayton F.E. and Wasserman M. (1957)
366,cardini,Central America,port limon/cr,-85.0,10.0, Sturtevant A.H. (1916)
367,cardini,Central America,port limon/cr,-85.0,10.0, Sturtevant A.H. (1921)
368,cardini,Central America,santa maria de ostuma,-85.0,12.0, Clayton F.E. and Wasserman M. (1957)
369,cardini,Central America,palmar del norte,-84.08,10.0, Heed W.B. and Russell J.S. (1971)
370,cardini,Central America,san jose/cr,-84.04,9.59, Sturtevant A.H. (1916)
371,cardini,Central America,san jose/cr,-84.04,9.59, Sturtevant A.H. (1921)
372,cardini,Central America,suiza de turrialba,-83.4,9.56, Duda O. (1925)
373,cardini,Central America,el volcan/panama,-82.4,8.45, Pipkin S.B. (1965)
374,cardini,Central America,boquete,-82.28,8.46, Heed W.B. and Russell J.S. (1971)
375,cardini,Central America,almirante,-82.22,9.2, Pipkin S.B. (1965)
376,cardini,Central America,cerro campana,-81.17,8.26, Pipkin S.B. (1965)
377,cardini,Central America,el valle/panama,-80.08,8.36, Pipkin S.B. (1965)
378,cardini,Central America,goofy lake,-80.0,11.0, Pipkin S.B. (1965)
379,cardini,Central America,madden forest,-80.0,11.0, Pipkin S.B. (1965)
380,cardini,Central America,fort sherman,-79.57,9.21, Pipkin S.B. (1965)
381,cardini,Central America,capira,-79.51,8.48, Pipkin S.B. (1965)
382,cardini,Central America,barro colorado,-79.5,9.08, Pipkin S.B. (1965)
383,cardini,Central America,frijoles,-79.48,9.11, Pipkin S.B. (1965)
384,cardini,Central America,camaron,-79.34,8.59, Pipkin S.B. (1965)
385,cardini,Central America,panama,-79.0,9.0, Sturtevant A.H. (1916)
386,cardini,Central America,panama,-79.0,9.0, Sturtevant A.H. (1921)
387,cardini,Central America,el real/panama,-77.42,8.06, Pipkin S.B. (1965)
388,cardini,Caribbean,cristo,-88.21,23.08, Sturtevant A.H. (1916)
389,cardini,Caribbean,cristo,-88.21,23.08, Sturtevant A.H. (1921)
390,cardini,Caribbean,herradura/cuba,-83.25,22.31, Sturtevant A.H. (1916)
391,cardini,Caribbean,herradura/cuba,-83.25,22.31, Sturtevant A.H. (1921)
392,cardini,Caribbean,havana/cuba,-82.25,23.07, Bachli G. (1988)
393,cardini,Caribbean,havana/cuba,-82.25,23.07, MSNM Collection (1986)
394,cardini,Caribbean,havana/cuba,-82.25,23.07, Stalker H.D. (1953)
395,cardini,Caribbean,havana/cuba,-82.25,23.07, Sturtevant A.H. (1916)
396,cardini,Caribbean,havana/cuba,-82.25,23.07, Sturtevant A.H. (1921)
397,cardini,Caribbean,havana/cuba,-82.25,23.07, Vilela C.R. et al. (2002)
398,cardini,Caribbean,havana/cuba,-82.25,23.07, Wheeler M.R. (1970)
399,cardini,Caribbean,georgetown/cayman,-81.23,19.2, Heed W.B. and Russell J.S. (1971)
400,cardini,Caribbean,grand cayman,-81.15,19.2, Yoon J.S. (1990)
401,cardini,Caribbean,grand cayman,-81.15,19.2, Yoon Z. (1996)
402,cardini,Caribbean,aguada pasajeros,-81.07,22.31, Sturtevant A.H. (1916)
403,cardini,Caribbean,aguada pasajeros,-81.07,22.31, Sturtevant A.H. (1921)
404,cardini,Caribbean,jamaica,-78.0,18.0, Gowdey C.C. (1926)
405,cardini,Caribbean,jamaica,-78.0,18.0, Napp M. and Cordeiro A.R. (1981)
406,cardini,Caribbean,contramaestre,-77.55,21.11, Heed W.B. and Russell J.S. (1971)
407,cardini,Caribbean,contramaestre,-77.55,21.11, Yoon J.S. (1984)
408,cardini,Caribbean,contramaestre,-77.55,21.11, Yoon J.S. (1990)
409,cardini,Caribbean,contramaestre,-77.55,21.11, Yoon Z. (1996)
410,cardini,Caribbean,hermitage/jamaica,-77.53,18.16, Heed W.B. and Russell J.S. (1971)
411,cardini,Caribbean,cuba,-77.45,21.3, Brisson J.A. et al. (2006)
412,cardini,Caribbean,cuba,-77.45,21.3, Metz C.W. (1916)
413,cardini,Caribbean,porus/jamaica,-77.25,18.02, Johnson C.W. (1919)
414,cardini,Caribbean,strawberry hills/jamaica,-77.0,18.0, Heed W.B. and Russell J.S. (1971)
415,cardini,Caribbean,puerto rico,-77.0,18.0, Heed W.B. (1957)
416,cardini,Caribbean,puerto rico,-77.0,18.0, Levins R. (1969)
417,cardini,Caribbean,puerto rico,-77.0,18.0, Napp M. and Cordeiro A.R. (1981)
418,cardini,Caribbean,rio piedras/pr,-77.0,18.0, Townsend J.I. and Wheeler M.R. (1955)
419,cardini,Caribbean,constant spring,-76.48,18.03, Heed W.B. and Russell J.S. (1971)
420,cardini,Caribbean,constant spring,-76.48,18.03, Yoon J.S. (1984)
421,cardini,Caribbean,santiago de las vegas,-75.0,20.0, Sturtevant A.H. (1916)
422,cardini,Caribbean,santiago de las vegas,-75.0,20.0, Sturtevant A.H. (1921)
423,cardini,Caribbean,petionville,-72.2,18.3, Heed W.B. and Russell J.S. (1971)
424,cardini,Caribbean,petionville,-72.2,18.3, Yoon J.S. (1984)
425,cardini,Caribbean,petionville,-72.2,18.3, Yoon J.S. (1990)
426,cardini,Caribbean,petionville,-72.2,18.3, Yoon Z. (1996)
427,cardini,Caribbean,constanza,-70.3,19.15, Brisson J.A. et al. (2006)
428,cardini,Caribbean,finquita,-70.0,18.3, Brisson J.A. et al. (2006)
429,cardini,Caribbean,sanchez/rd,-69.36,19.15, Sturtevant A.H. (1916)
430,cardini,Caribbean,sanchez/rd,-69.36,19.15, Sturtevant A.H. (1921)
431,cardini,Caribbean,mayaguez/pr,-67.09,18.13, Futch D.G. (1962)
432,cardini,Caribbean,mayaguez/pr,-67.09,18.13, Heed W.B. and Russell J.S. (1971)
433,cardini,Caribbean,mayaguez/pr,-67.09,18.13, Martinez Pico M. et al. (1965)
434,cardini,Caribbean,mayaguez/pr,-67.09,18.13, Sturtevant A.H. (1916)
435,cardini,Caribbean,mayaguez/pr,-67.09,18.13, Sturtevant A.H. (1921)
436,cardini,Caribbean,arecibo/pr,-66.44,18.29, Sturtevant A.H. (1916)
437,cardini,Caribbean,arecibo/pr,-66.44,18.29, Sturtevant A.H. (1921)
438,cardini,Caribbean,adjuntas,-66.42,18.1, Sturtevant A.H. (1916)
439,cardini,Caribbean,adjuntas,-66.42,18.1, Sturtevant A.H. (1921)
440,cardini,Caribbean,jayuya,-66.34,18.13, Sturtevant A.H. (1916)
441,cardini,Caribbean,jayuya,-66.34,18.13, Sturtevant A.H. (1921)
442,cardini,Caribbean,caribbean forest,-66.0,18.1, Townsend J.I. and Wheeler M.R. (1955)
443,cardini,Caribbean,maraval/trinidad,-61.31,10.42, Heed W.B. and Russell J.S. (1971)
444,cardini,Caribbean,trinidad/west,-61.3,10.3, Heed W.B. (1957)
445,cardini,Caribbean,trinidad/west,-61.3,10.3, Johnson F.M. et al. (1966)
446,cardini,Caribbean,trinidad/west,-61.3,10.3, Napp M. and Cordeiro A.R. (1981)
447,cardini,Caribbean,dominica/west,-61.22,15.25, Heed W.B. (1957)
448,cardini,Caribbean,dominica/west,-61.22,15.25, Sturtevant A.H. (1916)
449,cardini,Caribbean,dominica/west,-61.22,15.25, Sturtevant A.H. (1921)
450,cardini,Caribbean,saint vincent/west,-61.12,13.15, Vilela C.R. and Bachli G. (1990)
451,cardini,Caribbean,saint lucia/west,-61.0,14.0, Heed W.B. (1957)
452,cardini,Caribbean,martinique,-61.0,14.35, Davis J.R. and Capy P. (1983)
453,cardini,unknown,unknown,0.0,0.0,unknown
454,cardini,unknown,unknown,0.0,0.0,unknown
455,cardini,unknown,unknown,0.0,0.0,unknown
456,cardini,unknown,unknown,0.0,0.0,unknown
457,cardinoides,South America,tavares,-48.32,27.39,Schmitz H.J. et al. (2007)
458,cardinoides,North America,lake okeechobee/fl,-80.5,27.14,Stalker H.D. (1953)
459,cardinoides,North America,cordoba/durango,-103.23,26.18,Heed W.B. and Russell J.S. (1971)
460,cardinoides,North America,valles/slp,-99.0,22.0,Heed W.B. and Russell J.S. (1971)
461,cardinoides,North America,valles/slp,-99.0,22.0,Yoon J.S. (1984)
462,cardinoides,North America,valles/slp,-99.0,22.0,Yoon J.S. (1990)
463,cardinoides,North America,valles/slp,-99.0,22.0,Yoon Z. (1996)
464,cardinoides,North America,tamazunchale/slp,-98.47,21.16,Heed W.B. and Russell J.S. (1971)
465,cardinoides,North America,tamazunchale/slp,-98.47,21.16,Yoon J.S. (1984)
466,cardinoides,North America,tamazunchale/slp,-98.47,21.16,Yoon J.S. (1990)
467,cardinoides,North America,tamazunchale/slp,-98.47,21.16,Yoon Z. (1996)
468,cardinoides,North America,mexico,-100.0,20.0,Brisson J.A. et al. (2006)
469,cardinoides,North America,mexico,-100.0,20.0,Napp M. and Cordeiro A.R. (1981)
470,cardinoides,North America,uruapan/mic,-102.04,19.26,Gallo A.J. and Salceda V.M. (1974)
471,cardinoides,North America,puebla/mexico,-98.1,19.03,Futch D.G. (1962)
472,cardinoides,North America,oaxaca city,-96.41,17.05,Heed W.B. and Russell J.S. (1971)
473,cardinoides,North America,tehuantepec/oxa,-95.13,16.21,Heed W.B. and Russell J.S. (1971)
474,cardinoides,Central America,el salvador,-88.55,14.45,Heed W.B. (1956)
475,cardinoides,Central America,el salvador,-88.55,14.45,Heed W.B. (1957)
476,cardinoides,Central America,el salvador,-88.55,14.45,Napp M. and Cordeiro A.R. (1981)
477,cardinoides,Central America,guatemala,-90.22,14.38,Streisinger G. (1946)
478,cardinoides,Central America,lago pichichuela,-89.0,14.0,Clayton F.E. and Wasserman M. (1957)
479,cardinoides,Central America,lago pichichuela,-89.0,14.0,Heed W.B. and Russell J.S. (1971)
480,cardinoides,Central America,lago pichichuela,-89.0,14.0,Throckmorton L.H. (1962)
481,cardinoides,Central America,pichichuela,-88.0,14.0,Yoon J.S. (1984)
482,cardinoides,Central America,pichichuela,-88.0,14.0,Yoon J.S. (1990)
483,cardinoides,Central America,pichichuela,-88.0,14.0,Yoon Z. (1996)
484,cardinoides,South America,santa marta/colombia,-74.1,11.18,Heed W.B. and Russell J.S. (1971)
485,cardinoides,South America,santa marta/colombia,-74.1,11.18,Hoenigsberg H.F. (1995)
486,cardinoides,South America,santa marta/colombia,-74.1,11.18,Yoon J.S. (1984)
487,cardinoides,South America,santa marta/colombia,-74.1,11.18,Yoon J.S. (1990)
488,cardinoides,Central America,goofy lake,-80.0,11.0,Pipkin S.B. (1965)
489,cardinoides,Caribbean,maraval/trinidad,-61.31,10.42,Heed W.B. and Russell J.S. (1971)
490,cardinoides,Caribbean,port of spain,-61.31,10.38,Futch D.G. (1962)
491,cardinoides,Caribbean,trinidad/west,-61.3,10.3,Heed W.B. (1957)
492,cardinoides,South America,tasajeras,-67.28,10.2,Cova Garcia P. and Suarez O.M. (1962)
493,cardinoides,Central America,la lola,-83.3,10.06,Heed W.B. and Russell J.S. (1971)
494,cardinoides,Central America,port limon/cr,-85.0,10.0,Stalker H.D. (1953)
495,cardinoides,Central America,palmar del norte,-84.08,10.0,Heed W.B. and Russell J.S. (1971)
496,cardinoides,South America,venezuela,-65.0,10.0,Napp M. and Cordeiro A.R. (1981)
497,cardinoides,Central America,changuinola,-82.31,9.28,Yoon J.S. (1984)
498,cardinoides,Central America,fort sherman,-79.57,9.21,Pipkin S.B. (1965)
499,cardinoides,Central America,almirante,-82.22,9.2,Pipkin S.B. (1965)
500,cardinoides,Central America,frijoles,-79.48,9.11,Pipkin S.B. (1965)
501,cardinoides,Central America,barro colorado,-79.5,9.08,Heed W.B. and Russell J.S. (1971)
502,cardinoides,Central America,panama,-79.0,9.0,van der Linde K. (2005)
503,cardinoides,Central America,camaron,-79.34,8.59,Pipkin S.B. (1965)
504,cardinoides,Central America,ancon,-79.33,8.58,Heed W.B. and Russell J.S. (1971)
505,cardinoides,Central America,capira,-79.51,8.48,Pipkin S.B. (1965)
506,cardinoides,Central America,el volcan/panama,-82.4,8.45,Pipkin S.B. (1965)
507,cardinoides,Central America,el valle/panama,-80.08,8.36,Pipkin S.B. (1965)
508,cardinoides,Central America,cerro campana,-81.17,8.26,Pipkin S.B. (1965)
509,cardinoides,Central America,el real/panama,-77.42,8.06,Heed W.B. and Russell J.S. (1971)
510,cardinoides,South America,bucaramanga,-73.1,7.08,Heed W.B. and Russell J.S. (1971)
511,cardinoides,South America,medellin,-75.36,6.15,Heed W.B. and Russell J.S. (1971)
512,cardinoides,South America,rionegro,-74.0,5.0,Heed W.B. and Russell J.S. (1971)
513,cardinoides,South America,bogota,-74.05,4.48,Hunter A.S. (1964)
514,cardinoides,South America,fusagasuga,-74.21,4.22,Hunter A.S. and Navarro A. (1969)
515,cardinoides,South America,colombia,-75.0,4.0,Brisson J.A. et al. (2006)
516,cardinoides,South America,palmira,-76.17,3.33,Heed W.B. and Russell J.S. (1971)
517,cardinoides,South America,mucajai,-67.0,2.0,Pavan C. (1952)
518,cardinoides,South America,orellana,-76.05,0.53,Acurio A. and Rafael V. (2009)
519,cardinoides,South America,uaupes,-67.05,-0.07,Pavan C. (1952)
520,cardinoides,South America,isla santa cruz,-90.23,-0.38,Carson H.L. et al. (1983)
521,cardinoides,South America,parque nacional yasuni,-76.23,-0.39,Acurio A.E. and Rafael V.L. (2009)
522,cardinoides,South America,isla isabela,-92.0,-0.4,Carson H.L. et al. (1983)
523,cardinoides,South America,cotopaxi,-78.28,-0.4,Acurio A. and Rafael V. (2009)
524,cardinoides,South America,galapagos,-90.05,-0.5,Acurio A. and Rafael V. (2009)
525,cardinoides,South America,isla cristobal,-91.27,-0.55,Carson H.L. et al. (1983)
526,cardinoides,South America,belem,-48.29,-1.27,Heed W.B. and Russell J.S. (1971)
527,cardinoides,South America,fordlandia,-55.3,-3.4,Pavan C. (1952)
528,cardinoides,South America,ponta do caximbo,-53.15,-4.2,Napp M. and Cordeiro A.R. (1978)
529,cardinoides,South America,porto alegre,-53.15,-4.2,Brncic D. and Valente V.L.S. (1978)
530,cardinoides,South America,canto da lagoa,-36.5,-5.04,De Toni D.C. et al. (2001)
531,cardinoides,South America,imperatriz,-47.28,-5.32,Pavan C. (1952)
532,cardinoides,South America,barra do maxaranguape,-35.26,-5.32,Sene F.M. et al. (1980)
533,cardinoides,South America,bom jesus/rn,-35.37,-5.58,Sene F.M. et al. (1980)
534,cardinoides,South America,sao jose de espinharas,-36.0,-6.56,Sene F.M. et al. (1980)
535,cardinoides,South America,junco do serido/pb,-36.43,-7.0,Sene F.M. et al. (1980)
536,cardinoides,South America,carolina/brazil,-47.28,-7.2,Pavan C. (1952)
537,cardinoides,South America,carolina/ma,-47.25,-7.2,Chaves N.B. and Tidon R. (2008)
538,cardinoides,South America,cruzeiro do sul,-72.39,-7.4,Pavan C. (1952)
539,cardinoides,South America,porto velho,-63.54,-8.45,Pavan C. (1952)
540,cardinoides,South America,peru,-75.0,-10.0,Pilares G.L. and Suyo M.P. (1982)
541,cardinoides,South America,brazil,-50.0,-10.0,Mourao C.A. et al. (1965)
542,cardinoides,South America,palmares,-67.43,-10.22,Pavan C. (1952)
543,cardinoides,South America,xique-xique/ba,-42.4,-10.42,Sene F.M. et al. (1980)
544,cardinoides,South America,la merced/peru,-75.16,-11.03,Pilares G. L.V. and vasquez E. J.A. (1977)
545,cardinoides,South America,irece/ba,-41.47,-11.2,Sene F.M. et al. (1980)
546,cardinoides,South America,cafarnaum/ba,-41.2,-11.3,Sene F.M. et al. (1980)
547,cardinoides,South America,mira serra/ba,-40.53,-11.46,Sene F.M. et al. (1980)
548,cardinoides,South America,piritiba/ba,-40.45,-11.47,Sene F.M. et al. (1980)
549,cardinoides,South America,barreiras/ba,-45.05,-12.07,Sene F.M. et al. (1980)
550,cardinoides,South America,ibotirama/ba,-43.07,-12.18,Sene F.M. et al. (1980)
551,cardinoides,South America,cachoeira/monteiros/ba,-51.38,-12.25,Sene F.M. et al. (1980)
552,cardinoides,South America,milagres/ba,-39.53,-12.51,Sene F.M. et al. (1980)
553,cardinoides,South America,tangara da serra/mg,-57.03,-14.04,Blauth M.L. and Gottschalk M.S. (2007)
554,cardinoides,South America,fazenda trijuncao/ba,-45.58,-14.49,Roque F. and Tidon R. (2008)
555,cardinoides,South America,sobradinho/df,-47.47,-15.37,Roque F. et al. (2009)
556,cardinoides,South America,braganca/brazil,-48.0,-15.4,Pavan C. (1952)
557,cardinoides,South America,Centro Olímpico UnB ,-47.5,-15.46,Figueiredo (dissertação
558,cardinoides,South America,brasilia/df,-47.59,-15.47,Chaves N.B. and Tidon R. (2008)
559,cardinoides,unknown,brasilia/df,-47.57,-15.47,Ferreira & Tidon
560,cardinoides,South America,Brasília,-47.47,-15.47,Vilela et al.
561,cardinoides,South America,RECOR ,-47.52,-15.55,Roque & Tidon
562,cardinoides,South America,recor reserve,-47.53,-15.56,Tidon R. (2006)
563,cardinoides,South America,RECOR ,-47.52,-15.56,Figueiredo (dissertação
564,cardinoides,South America,catuni,-43.19,-16.15,da Cunha A.B. et al. (1953)
565,cardinoides,South America,anapolis,-48.58,-16.19,Pavan C. (1952)
566,cardinoides,South America,santa cruz/bolivia,-63.14,-17.45,Heed W.B. and Russell J.S. (1971)
567,cardinoides,South America,arica/chile,-70.2,-18.3,Brncic D. (1987)
568,cardinoides,South America,serra do cipo/mg,-43.4,-19.0,Chaves N.B. and Tidon R. (2008)
569,cardinoides,South America,serra do cipo,-43.35,-19.17,Tidon-Sklorz R. et al. (1994)
570,cardinoides,South America,Serra do Cipó,-43.36,-19.18,Tidon
571,cardinoides,South America,serra do cipo,-43.33,-19.2,Tidon-Sklorz et al.
